region,disasterNumber,sandyDisaster,disasterType,incidentType,declarationDate,stateAbbreviation,state,county,applicantName,pnpStatus,damageCategoryCode,federalShareObligated,dateObligated,pwNumber,projectTitle,versionNumber,id
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Dorado,DORADO (MUNICIPIO),0,C - Roads and Bridges,14173.05,2024-02-12T19:10:30.000Z,942,696652 - Municipal Roads Damages - Bo Espinosa,0,65c5eaad-d50a-4cca-85ab-7e2e182f0cb4
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Dorado,DORADO (MUNICIPIO),0,C - Roads and Bridges,178765.06,2024-02-09T19:08:37.000Z,1137,696672 -Municipal Roads Damages - Bo. Maguayo - Area 1,0,b547db4e-5b21-4e8a-9038-4acd07f3ad54
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Dorado,DORADO (MUNICIPIO),0,C - Roads and Bridges,46789.16,2024-02-12T19:09:51.000Z,877,696718 - Municipal Roads Damages - Bo. Maguayo - Area 8,0,04323cd7-f190-4c45-a2ec-e44a68fbb690
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Ponce,PONCE (MUNICIPIO),0,E - Public Buildings,20411.04,2024-02-15T19:22:00.000Z,1874,707544 - FIONA/MARIA/EQ: Facilidades de Polideportivo Frankie Colón (Area de Almacen y Baños),0,ef93c09b-3310-458e-8ff3-5e94cf12efec
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Ponce,"MED CENTRO INC / CONSEJO DE SALUD DE PR, INC.",1,B - Protective Measures,11974.59,2024-02-09T19:38:17.000Z,875,721609 - APP Cert- 100% Cost Share,2,c17ce4df-4452-4d55-965e-7d884a969a5d
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Ponce,PONCE (MUNICIPIO),0,C - Roads and Bridges,20962.04,2024-02-15T19:22:45.000Z,2166,713503 - Camino La Mora,0,1977f5fc-dfbd-4338-9d45-5a635d4b9ca8
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Toa Alta,TOA ALTA (MUNICIPIO),0,C - Roads and Bridges,447869.40,2024-02-15T19:23:39.000Z,1997,"730033 - Sectors: Los Perez, Rivera Colon, Izquierdo, Diaz (Antena) Roads (G3)",0,999cb4b0-348e-4be1-8d18-9a39aad0ff9d
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Toa Alta,TOA ALTA (MUNICIPIO),0,C - Roads and Bridges,292436.60,2024-02-15T19:24:52.000Z,1872,730040 - Sector Loubriel Roads (G4),0,df17dfbd-052b-4641-8c51-2db0da4a7167
8,4745,0,DR,Flood,2023-10-11T00:00:00.000Z,MT,Montana,Stillwater,STILLWATER (COUNTY),0,A - Debris Removal,9956.23,2024-02-13T14:07:36.000Z,5,739343 - Debris Removal,0,1dd6134a-00d7-4623-ab9e-d3a4c5ba1bd8
8,4726,0,DR,Flood,2023-08-12T00:00:00.000Z,MT,Montana,Valley,GLASGOW IRRIGATION DISTRICT,0,D - Water Control Facilities,18655.15,2024-02-13T14:06:55.000Z,18,734163 - Glasgow Irrigation Canal & Drain Repair,0,43dfc77a-f8a9-4675-8bcd-199515da9ca5
8,3526,0,EM,Biological,2020-03-13T00:00:00.000Z,SD,South Dakota,Statewide,LAKE TRAVERSE (SISSETON) INDIAN RESERVATION,0,B - Protective Measures,-799416.49,2024-02-15T22:16:28.000Z,6,182250 - Food Distribution,1,df49b195-14e3-4b23-8892-ef8605ce831d
8,3526,0,EM,Biological,2020-03-13T00:00:00.000Z,SD,South Dakota,Statewide,LAKE TRAVERSE (SISSETON) INDIAN RESERVATION,0,B - Protective Measures,-68458.47,2024-02-15T22:14:58.000Z,5,178847 - LEO,1,3318a289-cbd9-4d56-831e-e02381b388e8
8,3526,0,EM,Biological,2020-03-13T00:00:00.000Z,SD,South Dakota,Statewide,LAKE TRAVERSE (SISSETON) INDIAN RESERVATION,0,B - Protective Measures,-48921.68,2024-02-15T22:15:31.000Z,7,188227 - COVID 19 NCS,1,caa4470f-a344-4dad-8226-774c62764ba8
8,3526,0,EM,Biological,2020-03-13T00:00:00.000Z,SD,South Dakota,Statewide,LAKE TRAVERSE (SISSETON) INDIAN RESERVATION,0,B - Protective Measures,-14258.16,2024-02-15T22:12:07.000Z,1,168714 - DARE Sep-Oct-Nov,1,812d2dc1-d6dd-4285-898d-5c180fbf6516
8,3526,0,EM,Biological,2020-03-13T00:00:00.000Z,SD,South Dakota,Statewide,LAKE TRAVERSE (SISSETON) INDIAN RESERVATION,0,B - Protective Measures,-94261.37,2024-02-15T22:13:43.000Z,3,169549 - DARE July,1,db70b99b-7398-4ea7-92dc-216fe1ab18c2
8,3526,0,EM,Biological,2020-03-13T00:00:00.000Z,SD,South Dakota,Statewide,LAKE TRAVERSE (SISSETON) INDIAN RESERVATION,0,B - Protective Measures,-109386.16,2024-02-15T22:14:19.000Z,4,170685 - DARE March-April-May,1,ebd5de8f-f73b-4758-8d77-09c3dc55b004
8,3526,0,EM,Biological,2020-03-13T00:00:00.000Z,SD,South Dakota,Statewide,LAKE TRAVERSE (SISSETON) INDIAN RESERVATION,0,B - Protective Measures,-98064.62,2024-02-15T22:12:47.000Z,2,169811 - DARE - June,1,c3aa67d1-6d6d-4b58-af3d-518c197adfce
8,4718,0,DR,Flood,2023-07-06T00:00:00.000Z,SD,South Dakota,Faulk,CLARK (TOWNSHIP OF),0,C - Roads and Bridges,42514.09,2024-02-13T13:26:50.000Z,149,729809 - Clark Township -wide Damaged Roads,0,d8e39cbe-e8e7-42b9-bd4f-6b2deb258d3d
8,4718,0,DR,Flood,2023-07-06T00:00:00.000Z,SD,South Dakota,Faulk,O'NEIL (TOWNSHIP OF),0,C - Roads and Bridges,54049.00,2024-02-13T13:28:03.000Z,147,729887 - O'Neil Township - wide road damages,0,8aa34cc0-c7b0-46ba-97f3-4e79eb8de4f6
5,4704,0,DR,Severe Storm,2023-04-15T00:00:00.000Z,IN,Indiana,Johnson,WHITELAND,0,E - Public Buildings,3375.00,2024-02-14T16:37:05.000Z,100,727267 - Whiteland Building and Vehicle,0,fa766613-cc4c-487f-9697-18fdf8af5abc
6,4698,0,DR,Severe Storm,2023-04-02T00:00:00.000Z,AR,Arkansas,Pulaski,NORTH LITTLE ROCK,0,B - Protective Measures,51484.96,2024-02-09T19:02:37.000Z,134,723932 - DR4698 City of North Little Rock EPM Donated Resources,0,409921f1-89f2-4187-81ba-1b8d788f1219
7,4504,0,DR,Biological,2020-03-29T00:00:00.000Z,KS,Kansas,Harper,ATTICA LONG TERM CARE,0,B - Protective Measures,49054.10,2024-02-15T21:51:01.000Z,215,736940 - Project 2,0,23f39dbf-755d-455b-b235-00e2745cea32
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Amador,AMADOR (COUNTY),0,B - Protective Measures,61323.44,2024-02-10T00:17:04.000Z,289,727353 - County-wide Emergency Protective Measures- 75% Cost Share,0,6fbfe178-a794-4087-9ee3-e94b469b7a44
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,El Dorado,EL DORADO IRRIGATION DISTRICT,0,B - Protective Measures,28893.20,2024-02-13T14:39:56.000Z,1317,740632 - Eldorado Irrigation District EMP Reservoir A Water Treatment Turbidity Work Completed before 2/25/2023,0,805210a4-0dc0-459b-bace-ac5477c6393a
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Monterey,MONTEREY ONE WATER,0,B - Protective Measures,31394.34,2024-02-15T14:52:24.000Z,161,722978 - Emergency Protective Measures,0,cee6a36c-dfa7-4277-a432-76b6cf67f10a
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Monterey,MONTEREY (COUNTY),0,D - Water Control Facilities,43060.60,2024-02-14T15:46:46.000Z,874,720640 - WRA.AgencyWide Pump Station,0,8ecd8289-62d0-43a8-913e-6f7267bb1f01
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Monterey,MONTEREY (COUNTY),0,C - Roads and Bridges,70321.67,2024-02-13T14:43:44.000Z,870,720616 - Anne Cir (Culvert and Road Repair),0,7ceba9b7-0cd6-4c3c-ab81-f903a3fa6697
8,4731,0,DR,Flood,2023-08-25T00:00:00.000Z,CO,Colorado,El Paso,EL PASO (COUNTY),0,C - Roads and Bridges,61452.95,2024-02-13T18:23:42.000Z,28,736074 - Site 42: Spencer Rd. Bridge (.5 miles east of Peyton Hwy),0,4c46c816-f123-4605-8668-be277efb9b74
8,4731,0,DR,Flood,2023-08-25T00:00:00.000Z,CO,Colorado,El Paso,COLORADO SPRINGS,0,B - Protective Measures,11249.25,2024-02-13T18:24:50.000Z,29,740103 - Temporary Repairs to Rental Car Area,0,1a5f112c-9c37-4442-b6bf-18d7b53e6563
8,4731,0,DR,Flood,2023-08-25T00:00:00.000Z,CO,Colorado,El Paso,GREEN MOUNTAIN FALLS,0,Z - State Management,2836.88,2024-02-13T18:20:13.000Z,25,742819 - Management Costs,0,53e8f7bc-f3a6-414b-971f-638b16a42e26
8,4731,0,DR,Flood,2023-08-25T00:00:00.000Z,CO,Colorado,El Paso,EL PASO (COUNTY),0,G - Recreational or Other,125520.75,2024-02-13T18:22:22.000Z,14,735897 - Homestead Ranch Regional Park,0,f29b853b-b87e-428b-86e8-dd9f6a924846
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Logan,ELECTRIC PLANT BOARD OF THE CITY OF RUSSELLVILLE,0,Z - State Management,20867.80,2024-02-09T22:50:26.000Z,254,743724 - Electric Plant Board of the City of Russellville - Administrative Cost,0,d2a630b8-a4e3-415a-89ef-a23f6a655291
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Marion,MARION (COUNTY),0,Z - State Management,1603.33,2024-02-09T22:49:25.000Z,249,737265 - Management Costs,0,d4fc55f4-a1f6-4d68-83e8-2ed00c74005d
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Spencer,SPENCER (COUNTY),0,C - Roads and Bridges,30724.58,2024-02-09T22:50:53.000Z,251,727798 - Spencer County Culvert damages 2,0,468031f2-6365-4785-9d71-05fc3638d212
4,4399,0,DR,Hurricane,2018-10-11T00:00:00.000Z,FL,Florida,Jackson,SNEADS,0,F - Public Utilities,167201.98,2024-02-15T19:49:07.000Z,1453,"110284 - Lift Station 3, 4, 6 and 7",3,81d99072-9278-486d-a51d-d7b8216c7884
10,4481,0,DR,Biological,2020-03-22T00:00:00.000Z,WA,Washington,Spokane,NINE MILE FALLS SCHOOL DIST,0,Z - State Management,1816.27,2024-02-09T19:43:32.000Z,1330,713267 - Management Costs,0,2b24b831-db61-4752-b1ed-f271df5e2c9a
10,5341,0,FM,Fire,2020-08-28T00:00:00.000Z,OR,Oregon,Wasco,JUNIPER FLATS RURAL FIRE PROTECTION DISTRICT,0,B - Protective Measures,6619.86,2024-02-14T16:27:52.000Z,1,Juniper Flat RFPD Donated Resources - FM-5341,0,6e29078d-75ff-407f-b9ac-be0b1bfd0252
10,5341,0,FM,Fire,2020-08-28T00:00:00.000Z,OR,Oregon,Wasco,JUNIPER FLATS RURAL FIRE PROTECTION DISTRICT,0,H - Fire Management,19859.57,2024-02-14T16:27:37.000Z,2,Juniper Flat RFPD Materials and Equipment - FM-5341,0,5f706be3-6ed4-4788-9628-374fc8ba47e9
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Washington,HILLSBORO MEDICAL CENTER,1,B - Protective Measures,909262.30,2024-02-09T18:57:37.000Z,817,697656 - HMC Reassigned Labor Pool,0,13890660-b59d-4c37-aaf5-51a05116ab30
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Washington,HILLSBORO MEDICAL CENTER,1,B - Protective Measures,11121.00,2024-02-09T18:57:37.000Z,830,686698 - COVID Lab Testing Fees -  March 2022,1,7ee18b3a-c5dc-44ea-9041-b97096854470
10,4499,0,DR,Biological,2020-03-28T00:00:00.000Z,OR,Oregon,Washington,HILLSBORO MEDICAL CENTER,1,B - Protective Measures,52889.02,2024-02-09T18:57:37.000Z,837,699964 -  Community Based Testing Site (CBTS),0,4ae67cbe-27a3-4ebf-a8a1-1cdba3a43753
1,4720,0,DR,Flood,2023-07-14T00:00:00.000Z,VT,Vermont,Lamoille,EDEN (TOWN OF),0,C - Roads and Bridges,15380.99,2024-02-13T18:52:18.000Z,98,730649 - Eden - Culverts and other roads,0,53358350-e825-406b-9fed-ec2a77781607
1,4720,0,DR,Flood,2023-07-14T00:00:00.000Z,VT,Vermont,Lamoille,EDEN (TOWN OF),0,C - Roads and Bridges,13168.26,2024-02-12T17:56:10.000Z,91,730607 - Eden Roads - Gravel Roads,0,765514d2-0b58-4e3f-82bf-64201b343c1d
10,4481,0,DR,Biological,2020-03-22T00:00:00.000Z,WA,Washington,Clark,LEGACY SALMON CREEK HOSPITAL,1,B - Protective Measures,246156.30,2024-02-09T19:44:38.000Z,1321,721846 - COVID-19 Uninsured Medical Costs 7-2-22 - 5-11-23,0,04593637-fbfe-494b-88dd-95147bec256d
5,4520,0,DR,Biological,2020-04-04T00:00:00.000Z,WI,Wisconsin,Statewide,WISCONSIN DEPARTMENT OF MILITARY AFFAIRS,0,B - Protective Measures,6758075.17,2024-02-15T14:58:08.000Z,241,552280 - SFY21-23 WI National Guard Costs for COVID Response,0,f2706a42-73aa-4b48-a3d7-46da0fc225b2
5,4489,0,DR,Biological,2020-03-26T00:00:00.000Z,IL,Illinois,Marion,ST MARY'S HOSPITAL AUX,1,B - Protective Measures,122072.70,2024-02-14T16:15:53.000Z,1767,732850 - IL12'SSM Health Care Corporation-PPE,0,9c0fad31-e1e4-435c-a0b4-1c5ae3d9ed23
6,4485,0,DR,Biological,2020-03-25T00:00:00.000Z,TX,Texas,Tarrant,TEXAS CHRISTIAN UNIVERSITY,1,B - Protective Measures,68911.34,2024-02-14T20:12:57.000Z,1229,696620 - Air Disinfection & Purification,0,46250b84-88e3-4a7a-8cf3-f07033c0d941
4,4738,0,DR,Hurricane,2023-09-07T00:00:00.000Z,GA,Georgia,Berrien,BERRIEN (COUNTY),0,B - Protective Measures,8827.04,2024-02-14T19:48:34.000Z,32,"739235 - Berrien County - Emergency Response, Traffic Control, and Generator Usage",0,1f1afa86-b814-45d0-bc69-7d34d65386f6
4,4338,0,DR,Hurricane,2017-09-15T00:00:00.000Z,GA,Georgia,Habersham,BALDWIN,0,Z - State Management,-4640.65,2024-02-09T18:37:46.000Z,1354,0034634 - PAAP DAC Costs,1,b1f146a5-ea05-4ae3-9519-be48eaa3064c
1,4522,0,DR,Biological,2020-04-04T00:00:00.000Z,ME,Maine,Aroostook,AROOSTOOK MEDICAL CENTER,1,B - Protective Measures,13162.50,2024-02-15T17:28:50.000Z,1351,729167 - AR Gould - Employee COVID-19 Testing 12-16-22 through 5-11-23,0,8d410eeb-ac54-459a-8c0e-f3d7630b9994
1,4719,0,DR,Flood,2023-07-06T00:00:00.000Z,ME,Maine,Somerset,EMBDEN (TOWN OF),0,C - Roads and Bridges,6806.99,2024-02-12T20:53:56.000Z,55,735323 - East Shore Road - Culvert,0,963a2198-a1a5-4d9c-bcc6-becd613d9757
4,4338,0,DR,Hurricane,2017-09-15T00:00:00.000Z,GA,Georgia,Toombs,VIDALIA,0,Z - State Management,-5275.23,2024-02-15T20:42:46.000Z,1681,0031446 - DAC 5% Cost Share,1,d2160dab-1f9d-4c65-bd5b-ffb667e7468e
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Big Stone,FOSTER (TOWNSHIP OF),0,C - Roads and Bridges,49615.53,2024-02-15T17:00:50.000Z,264,733285 - Foster Township Roads,0,4e9f35bc-66cf-433e-830a-097f8691374c
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Pine,ROYALTON (TOWNSHIP OF),0,C - Roads and Bridges,12169.58,2024-02-15T16:56:20.000Z,170,734463 -   Royalton Township - Township-wide Gravel Roads - Work Completed,0,d2cf2716-64eb-4ae8-8b29-e7725186708d
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Renville,PALMYRA (TOWNSHIP OF),0,Z - State Management,655.59,2024-02-15T16:58:58.000Z,294,743700 - Palmyra Township Management Costs,0,29af87ee-adf9-4f8d-b874-4e1922a1a548
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Renville,RENVILLE COUNTY HIGHWAY,0,C - Roads and Bridges,44936.36,2024-02-15T17:00:50.000Z,239,732407 - Renville County Highway Road Repair CSAH3,0,d523173c-3e97-449e-8f01-d4d277f4ffaf
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Renville,RENVILLE (COUNTY),0,Z - State Management,965.91,2024-02-15T17:10:55.000Z,295,743857 - Renville County/ Ditch and Drainage System Actual Management Costs,0,8fbc6be4-1e04-4e55-943b-0c489125bcef
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Traverse,TRAVERSE (COUNTY),0,C - Roads and Bridges,131534.35,2024-02-15T17:04:47.000Z,267,733258 - Traverse County Highway County State Aid Highways (CSAH),0,56af4ca5-a99d-4da2-8858-c18ba3b74fc8
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Wabasha,WABASHA,0,G - Recreational or Other,80994.53,2024-02-15T17:10:16.000Z,272,734688 - City of Wabasha - Athletic Fields,0,b78dff6c-1766-4374-b8eb-d72144f05689
7,4317,0,DR,Flood,2017-06-02T00:00:00.000Z,MO,Missouri,Carter,CARTER (COUNTY),0,B - Protective Measures,52946.29,2024-02-13T17:46:59.000Z,611,CP02225 - Donated Resources,0,55625b15-2a96-47c9-84ae-3c380b5650fe
2,4085,1,DR,Hurricane,2012-10-30T00:00:00.000Z,NY,New York,Statewide,METROPOLITAN TRANSPORTATION AUTHORITY (MTA),0,C - Roads and Bridges,-20478894.24,2024-02-15T15:54:10.000Z,3791,A6PS015 - MTA B&T Tunnels BBT & QMT (PAAP),3,223649f6-048d-4ef2-be33-bdac828aa378
10,4258,0,DR,Severe Storm,2016-02-17T00:00:00.000Z,OR,Oregon,Clatsop,PORT OF ASTORIA,0,G - Recreational or Other,591387.75,2024-02-14T21:54:58.000Z,236,SP0293 - 5 Sites Bornstein Seafoods/Piers 1 &3 Seawalls,0,4fca060f-b0f3-44b4-b8ec-4f1232465a45
6,4263,0,DR,Flood,2016-03-13T00:00:00.000Z,LA,Louisiana,Webster,WEBSTER (PARISH),0,C - Roads and Bridges,2624.99,2024-02-13T14:54:08.000Z,383,WEB006C Parish Roads,2,5416d389-7b8d-4c11-9237-9e872d970a4d
7,4451,0,DR,Severe Storm,2019-07-09T00:00:00.000Z,MO,Missouri,Bates,WEST BOONE (TOWNSHIP OF),0,Z - State Management,-8359.11,2024-02-13T18:36:34.000Z,658,138951 - Management Costs,1,725c35c2-eb0c-404c-aec2-6ad84ceafe9c
6,4485,0,DR,Biological,2020-03-25T00:00:00.000Z,TX,Texas,Taylor,HENDRICK HEALTH SYSTEM,1,B - Protective Measures,-1912393.19,2024-02-12T21:15:13.000Z,452,240297 - B002 - Completed Costs for COVID-19 Contract Labor,1,70712439-802f-49c3-b35b-876447619e6f
1,4496,0,DR,Biological,2020-03-27T00:00:00.000Z,MA,Massachusetts,Middlesex,WOBURN,0,B - Protective Measures,180372.91,2024-02-09T17:52:29.000Z,2112,691776 - FEMA submission 9/4/2020-2/24/2022,0,899954b8-be7b-48b2-b482-1c9c2e926717
1,4496,0,DR,Biological,2020-03-27T00:00:00.000Z,MA,Massachusetts,Middlesex,NEW ENGLAND DEACONESS ASSOCIATION,1,B - Protective Measures,516016.01,2024-02-14T16:51:22.000Z,2322,"697312 - Contract Labor for Prevention, Treatment of COVID Residents",0,307cda6a-03c0-49c7-96b7-2c152be6be25
1,4496,0,DR,Biological,2020-03-27T00:00:00.000Z,MA,Massachusetts,Middlesex,"LAHEY CLINIC HOSPITAL, INC.",1,B - Protective Measures,1316146.44,2024-02-12T13:05:47.000Z,992,182326 - Lahey 2020 Covid,0,a93f30f3-06e5-4f4a-927b-e996fab41296
1,4696,0,DR,Severe Storm,2023-03-22T00:00:00.000Z,ME,Maine,Oxford,OXFORD (COUNTY),0,Z - State Management,1685.45,2024-02-09T22:05:18.000Z,133,723559 - Management Costs,0,3fa3c37d-a0b6-47d8-b34a-42558411ca62
5,4704,0,DR,Severe Storm,2023-04-15T00:00:00.000Z,IN,Indiana,Sullivan,SULLIVAN,0,F - Public Utilities,171259.31,2024-02-14T16:37:17.000Z,101,730845 - Wastewater Treatment Plant - Work Completed,0,45d94547-2855-4896-92fe-f49ad17e6b85
9,4308,0,DR,Flood,2017-04-01T00:00:00.000Z,CA,California,Statewide,CALIFORNIA DEPARTMENT OF WATER RESOURCES - DWR,0,B - Protective Measures,32299906.03,2024-02-12T23:08:35.000Z,36,WRODB02 - Emergency Protective Measures,2,6cb5183b-04b0-4109-b073-04f4dacc319a
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Statewide,CITY AND COUNTY OF SAN FRANCISCO,0,E - Public Buildings,51009.75,2024-02-13T14:44:28.000Z,1085,724396 - San Fran Zuckerberg San Francisco Hospital - Building #30 and Building #80 - DPH,0,3c001c7b-c5ad-45db-a187-07ce5c04870d
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Statewide,KAISER  FOUNDATION  - HOSPITALS,1,B - Protective Measures,125287737.98,2024-02-15T18:43:19.000Z,2493,690931 - KFH CA May 2020 - June 2022 COVID Pharmacy Drug Costs,0,433b75b5-c934-43ed-969a-5b3b94078c1d
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Statewide,YUROK INDIAN RESERVATION,0,B - Protective Measures,12686.20,2024-02-10T00:16:17.000Z,286,727997 - Emergency Access Equipment,0,638a655e-4aaa-4a30-9cd9-2ec523578da1
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Sacramento,RANCHO CORDOVA (MILLS),0,B - Protective Measures,5388.87,2024-02-10T00:09:52.000Z,1119,728881 - Rancho Cordova's Emergency Protective Measures 75% Federal Costs Share,0,6796854b-dad1-4138-bec8-33d2ad97d5fe
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Sacramento,SACRAMENTO MUNICIPAL UTILITY DISTRICT,0,B - Protective Measures,36591.76,2024-02-15T05:44:19.000Z,2633,140020 - EOC,0,8413afab-f59f-4553-8cf7-126d2c70a7d4
4,4663,0,DR,Flood,2022-07-29T00:00:00.000Z,KY,Kentucky,Leslie,SIZEROCK BAPTIST CHURCH,1,Z - State Management,713.62,2024-02-09T18:06:03.000Z,1334,741230 - Management Costs,0,c9e7d131-7130-4629-be0a-a09412ba1afd
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Lac qui Parle,YELLOW BANK (TOWNSHIP OF),0,Z - State Management,775.00,2024-02-15T16:58:58.000Z,292,743491 - Yellow Bank Township Management Costs,0,195cfdb6-e951-4fa7-9edf-8589af74a131
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Lac qui Parle,MAXWELL (TOWNSHIP OF),0,Z - State Management,2732.64,2024-02-15T16:58:58.000Z,296,743711 -  Maxwell Township Management Costs,0,67f87e2d-bce2-496d-b45a-fccb2b4abac0
4,4337,0,DR,Hurricane,2017-09-10T00:00:00.000Z,FL,Florida,Monroe,KEY COLONY BEACH,0,A - Debris Removal,-388.47,2024-02-12T15:31:06.000Z,2625,10259 - debris removal 09/04 - 09/17 75%,1,c39e6980-344b-4c42-ab62-1b587f686a81
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Monroe,MONROE (COUNTY),0,G - Recreational or Other,900000.00,2024-02-14T13:54:15.000Z,1540,713437 - Key West International Airport Engineered Material Arresting System,0,9bf42402-01f8-4ae6-a149-336137cb2af7
4,4691,0,DR,Winter Storm,2023-03-08T00:00:00.000Z,TN,Tennessee,Shelby,MEMPHIS LIGHT GAS & WATER,0,B - Protective Measures,15727.40,2024-02-14T18:17:34.000Z,90,719010 - Cat B - Water Division,0,ded6ae1c-ecc8-499c-84d3-7326f2822f8c
4,4729,0,DR,Severe Storm,2023-08-17T00:00:00.000Z,TN,Tennessee,Shelby,LAKELAND,0,B - Protective Measures,22639.77,2024-02-14T18:18:29.000Z,9,739214 - Clearing Roads Cut and Tross,0,03e7d683-99be-48c2-ae46-193a33290272
4,4691,0,DR,Winter Storm,2023-03-08T00:00:00.000Z,TN,Tennessee,Shelby,MEMPHIS,0,Z - State Management,1236.97,2024-02-12T19:20:57.000Z,88,723498 - DIrect and Indirect Cost,0,507e15ec-3d8a-4d03-9133-f8918836c5ca
1,4693,0,DR,Severe Storm,2023-03-15T00:00:00.000Z,NH,New Hampshire,Grafton,CAMPTON (TOWN OF),0,Z - State Management,4570.80,2024-02-09T19:43:44.000Z,69,742514 - Management Costs,0,ec8bc348-6a19-41c7-90c1-46c28cd8a6ce
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Statewide,DEPT. OF ENVIRONMENTAL PROTECTION,0,B - Protective Measures,118068.95,2024-02-12T16:49:45.000Z,393,139810 - NJDEP Labor,1,a7a326ca-798e-4ddb-95e9-dd4ff26d8522
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Statewide,COLLEGE OF NEW JERSEY,0,B - Protective Measures,1.98,2024-02-15T17:20:57.000Z,1049,553293 - **Project CLOSED** College of New Jersey - COVID Cleaning,2,1841cea8-34f9-4a53-8baa-c6cf31a463a4
2,4488,0,DR,Biological,2020-03-25T00:00:00.000Z,NJ,New Jersey,Gloucester,INSPIRA HEALTH NETWORK,1,Z - State Management,335407.70,2024-02-15T17:22:33.000Z,1624,684914 - Management costs (Cat Z),2,0bd38868-3b93-4ace-952f-773d76920be8
9,4708,0,DR,Flood,2023-04-27T00:00:00.000Z,NV,Nevada,Statewide,WALKER RIVER IRRIGATION DISTRICT,0,C - Roads and Bridges,114388.50,2024-02-10T00:20:42.000Z,9,723865 - WRID - Access Roads and Ditches,0,89e6b517-8569-480b-9794-065d973d4e5e
9,4708,0,DR,Flood,2023-04-27T00:00:00.000Z,NV,Nevada,Statewide,NEVADA DEPARTMENT OF TRANSPORTATION,0,A - Debris Removal,225116.56,2024-02-10T00:19:47.000Z,46,725050 - Lyon: US 50A,0,a7f1c40f-6045-49a8-b051-1b5e4a04b4e2
2,4723,0,DR,Severe Storm,2023-07-22T00:00:00.000Z,NY,New York,Franklin,BELLMONT (TOWN OF),0,C - Roads and Bridges,155537.46,2024-02-13T14:36:48.000Z,64,734414 - Ragged Lake Road,0,38b8b397-2f52-41cb-96aa-adb8ffe93d99
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Fulton,BROADALBIN CENTRAL SCHOOLS,0,B - Protective Measures,271598.67,2024-02-13T18:03:36.000Z,3276,698498 - 2020-2022 COVID-19 - Extra Labor and Contracts,0,d3e451d8-c6de-46b1-92ec-eaa6653dc41b
6,4332,0,DR,Hurricane,2017-08-25T00:00:00.000Z,TX,Texas,Jefferson,BEVIL OAKS,0,B - Protective Measures,-45000.00,2024-02-13T22:44:06.000Z,5736,6851 - Category B - 100% Complete - Emergency Protectiv,4,729cebe6-b12b-4f18-95a9-4da3738d0174
